name,status,publisher,price_old,price_new,discount,authors,img_url
Введение в гибридные технологии разработки мобильных приложений. Учебное пособие. СПО,Ограничено,Лань:            Компьютеры и программное обеспечение,2235,1229,45,"Заяц Анатолий Моисеевич, Васильев Николай Павлович",https://img3.labirint.ru/rc/5336ad49bc5eb57f663f11f3834b3110/220x340q80/books87/868169/cover.jpg?1655900707
Программирование в САПР. Учебное пособие,На складе,ИНФРА-М:            Высшее образование. Бакалавриат,5547,3051,45,Лянг Виктор Федорович,https://img4.labirint.ru/rc/3e77ed73e7c5580efa029fdb0d20f2bf/220x340q80/books87/868238/cover.jpg?1658841930
Введение в гибридные технологии разработки мобильных приложений. Учебное пособие,На складе,Лань:            Учебники для вузов. Специальная литература,3907,2149,45,"Васильев Николай Павлович, Заяц Анатолий Моисеевич",https://img4.labirint.ru/rc/2226ec115cd813a878e955dc91ec130f/220x340q80/books77/762546/cover.jpg?1657437910
SQL. Быстрое погружение,На складе,Питер:            Библиотека программиста,1628,1270,22,Шилдс Уолтер,https://img4.labirint.ru/rc/0fb127e177f35c211006fe26fccad3ac/220x340q80/books87/865462/cover.jpg?1655393110
Spring Boot по-быстрому,На складе,Питер:            Бестселлеры O`Reilly,3073,2397,22,Хеклер Марк,https://img3.labirint.ru/rc/5f65805ad6377f45244f142cc908410e/220x340q80/books87/865463/cover.jpg?1655393111
Параллельное программирование на современном С++,На складе,ДМК-Пресс,5383,2961,45,Гримм Райнер,https://img3.labirint.ru/rc/077470b1c2daa78e0f27b2b8be2208d7/220x340q80/books87/864337/cover.jpg?1654784740
Устройство и программирование автономных роботов. Проекты на Python и Raspberry PI,На складе,ДМК-Пресс,3354,1845,45,Стейпл Дэнни,https://img4.labirint.ru/rc/6a55afd174f4c7adcd24853e75c1c6c9/220x340q80/books87/864338/cover.jpg?1654784741
Практический хакинг интернета вещей,На складе,ДМК-Пресс,4846,2665,45,Чанцис Фотиос и др.,https://img4.labirint.ru/rc/22bf931782b4fd41b9bd4659b07fb327/220x340q80/books86/854686/cover.jpg?1653895507
Spring в действии,На складе,ДМК-Пресс,5383,2961,45,Уоллс Крейг,https://img4.labirint.ru/rc/e2d872f65257b84412d6b15d0ff653cc/220x340q80/books87/860800/cover.jpg?1653805508
Практическое введение в решение дифференциальных уравнений в Python,На складе,ДМК-Пресс,2693,1481,45,Ершов Николай Михайлович,https://img4.labirint.ru/rc/9e4bbeb44a91991483b4bdd6988193df/220x340q80/books87/860802/cover.jpg?1654079117
Open Source. Разработка программ с открытым исходным кодом,На складе,Питер:            Библиотека программиста,3083,2405,22,Эгбал Надья,https://img4.labirint.ru/rc/8445db0bce8d7fdc6e4042cad09b128d/220x340q80/books86/859346/cover.jpg?1652433972
"Теоретический минимум по Computer Science. Сети, криптография и data science",На складе,Питер:            Библиотека программиста,1619,1263,22,"Феррейра Фило Владстон, Пиктет Мото",https://img4.labirint.ru/rc/5a1ba97789b80379e68a49f28ba0e619/220x340q80/books87/860042/cover.jpg?1652973917
Программирование в Roblox. Сделать игру - проще простого,На складе,ДМК-Пресс,2693,1481,45,Брамбо Зандер,https://img3.labirint.ru/rc/6aa6a00a262b2f6a4921495a2292ee2d/220x340q80/books86/859415/cover.jpg?1652941510
Алгоритмы. Самый краткий и понятный курс,На складе,Бомбора:            Библиотека MIT,832,607,27,Луридас Панос,https://img3.labirint.ru/rc/65e705365bfbce7c72174ad31ec58576/220x340q80/books86/850111/cover.jpg?1653974711
Масштабируемый рефакторинг. Возвращаем контроль над кодом,На складе,Питер:            Бестселлеры O`Reilly,2091,1631,22,Лемер Мод,https://img3.labirint.ru/rc/eb6e54429aae621bec83fa6f8a080463/220x340q80/books86/857387/cover.jpg?1651746313
Многопоточный JavaScript,На складе,ДМК-Пресс,3499,1924,45,"Хантер Томас II, Инглиш Брайан",https://img3.labirint.ru/rc/a16ddde611f2525de958fc845859ead8/220x340q80/books86/854897/cover.jpg?1651073151
JavaScript. Визуальные редакторы. Учебное пособие для СПО,На складе,Лань:            Компьютеры и программное обеспечение,2528,1390,45,Янцев Валерий Викторович,https://img3.labirint.ru/rc/f418747a60ae4e67c9a28d07b40e2bac/220x340q80/books86/855003/cover.jpg?1651317912
JavaScript. Визуальные редакторы. Учебное пособие для вузов,Ограничено,Лань:            Компьютеры и программное обеспечение,2528,1390,45,Янцев Валерий Викторович,https://img4.labirint.ru/rc/dab17f1deeee8feecd50c0d7266fe517/220x340q80/books86/855004/cover.jpg?1651317913
Языки программирования и методы трансляции. Учебное пособие для вузов,На складе,Лань:            Компьютеры и программное обеспечение,4104,2257,45,Свердлов Сергей Залманович,https://img3.labirint.ru/rc/940d9e4783a8535e03cae0e45787387a/220x340q80/books86/854371/cover.jpg?1650003903
Алгоритмы Data Science и их практическая реализация на Python,Ограничено,Инфра-Инженерия,2879,1583,45,Протодьяконов Андрей Владимирович и др.,https://img3.labirint.ru/rc/d7ed9db407b06553ee2297fd23898e8b/220x340q80/books86/853067/cover.jpg?1650205524
Графический анализ на языке R. Учебно-методическое пособие,На складе,Прометей,1167,642,45,Лукьянов Павел Борисович,https://img3.labirint.ru/rc/67c0e700ac29bf305b4f3b9e72a1264e/220x340q80/books86/852959/cover.jpg?1650119150
Head First. Изучаем C#,На складе,Питер:            Head First (O'Reilly),3728,2908,22,"Стиллмен Эндрю, Грин Дженнифер",https://img4.labirint.ru/rc/ae5c5e7c7d23350e199496a72cb72263/220x340q80/books86/853036/cover.jpg?1649168725
Основы алгоритмизации и программирования на Visual C++. Учебное пособие,На складе,ИНФРА-М:            Высшее образование. Бакалавриат,5159,2837,45,Гуриков Сергей Ростиславович,https://img4.labirint.ru/rc/d9f145b8dbf13105d28c8bb25958245f/220x340q80/books86/851838/cover.jpg?1649157929
Алгоритмы и программы. Язык С++. Учебное пособие для СП,На складе,Лань:            Учебники для вузов. Специальная литература,2216,1219,45,"Конова Елена Александровна, Поллак Галина Андреевна",https://img4.labirint.ru/rc/35955668175fd30fe8890de7b1308576/220x340q80/books76/755508/cover.jpg?1660047904
Вероятностное программирование. Учебное пособие,Ограничено,Лань:            Математика,4904,2697,45,Колбин Вячеслав Викторович,https://img3.labirint.ru/rc/719991f740b35c7517d60d74043d93e1/220x340q80/books81/801535/cover.jpg?1666182319
Программирование на языке Си. Учебное пособие для вузов,На складе,Лань:            Компьютеры и программное обеспечение,4003,2202,45,Рацеев Сергей Михайлович,https://img4.labirint.ru/rc/ddbfe892bd5b42676095c87d14f769da/220x340q80/books85/848778/cover.jpg?1647091541
Руткиты и буткиты. Обратная разработка вредоносных программ и угрозы следующего поколения,На складе,ДМК-Пресс,4846,2665,45,Матросов Александр и др.,https://img3.labirint.ru/rc/b0acbe210a51fe3d7effe14379ad0842/220x340q80/books85/848309/cover.jpg?1646641524
Профессиональный бенчмарк. Искусство измерения производительности,На складе,Питер:            Библиотека программиста,3636,2836,22,Акиньшин Андрей,https://img3.labirint.ru/rc/8b94c29750aeb261c2338847cea77ff0/220x340q80/books85/848217/cover.jpg?1645716338
Язык программирования C# 9 и платформа .NET 5: основные принципы и практики программирования,На складе,Диалектика,10368,5702,45,"Троелсен Эндрю, Джепикс Филипп",https://img3.labirint.ru/rc/8c6489bc59e292c3ce386701ff5e861d/220x340q80/books85/846543/cover.jpg?1645183505
Этичный хакинг. Практическое руководство по взлому,На складе,Питер:            Библиотека программиста,2891,2255,22,Грэм Дэниел Г.,https://img4.labirint.ru/rc/d748ee8ec6574cfbf5a6bc47deab8dfa/220x340q80/books85/846568/cover.jpg?1645176306
